LRRC26	1	chr9	-	140063210	140064503	140063637,	140063723,
RP11-350O14.18	0	chr9	-	140063306	140066436	140063637,140065895,	140065866,140066339,
TMEM210	0	chr9	-	140065380	140066861	140065616,140065895,140066228,	140065866,140066093,140066392,
ANAPC2	0	chr9	-	140069236	140082989	140069606,140069924,140070289,140074836,140074979,140075381,140076314,140077694,140078243,140079539,140080808,140082555,	140069689,140070160,140074633,140074904,140075240,140076133,140077577,140078124,140079365,140080676,140081933,140082868,
SSNA1	0	chr9	+	140083099	140084822	140083230,140083717,	140083518,140084259,
TPRN	1	chr9	-	140086069	140095250	140086626,140086817,140087143,	140086711,140086903,140093439,
NDOR1	0	chr9	+	140100122	140111461	140100364,140100761,140107051,140108330,140108520,140108865,140109143,140109470,140109654,140109973,140110257,140110469,140110640,	140100684,140106954,140108232,140108419,140108656,140109022,140109250,140109547,140109859,140110111,140110351,140110546,140110724,
CYSRT1	0	chr9	+	140119087	140120763	140119685,	140120066,
RNF224	0	chr9	+	140121723	140124090	140122313,140122793,	140122604,140123074,
SLC34A3	1	chr9	+	140125209	140131006	140125390,140126239,140126613,140127155,140127379,140127567,140127856,140128174,140128393,140128728,140128984,140129183,	140126113,140126524,140127027,140127236,140127456,140127661,140128085,140128315,140128561,140128868,140129059,140130404,
TUBB4B	1	chr9	+	140135665	140138159	140135869,140136281,140136473,	140136173,140136363,140136948,
FAM166A	0	chr9	-	140138037	140142222	140138240,140138740,140139188,140139670,140140009,140140305,	140138623,140139094,140139541,140139759,140140091,140142112,
C9orf173	0	chr9	+	140145713	140147935	140145848,140146347,140146587,140146977,140147417,	140146190,140146453,140146889,140147114,140147567,
NELFB	0	chr9	+	140149759	140167999	140150063,140150522,140150880,140151506,140157674,140158809,140160431,140160878,140161538,140161798,140166674,140167067,	140150359,140150781,140151276,140157489,140158697,140160329,140160783,140161396,140161692,140166533,140166959,140167234,
TOR4A	1	chr9	+	140172201	140177093	140172359,	140173105,
NOXA1	1	chr9	+	140317802	140328858	140318158,140320782,140322593,140323468,140323835,140325295,140325552,140325793,140327526,140327715,140328059,140328316,140328531,	140320700,140322485,140323334,140323728,140325236,140325527,140325688,140327481,140327657,140327905,140328202,140328417,140328655,
ENTPD8	1	chr9	-	140328816	140335901	140329557,140329790,140330281,140330728,140331203,140331480,140331761,140332536,140332757,	140329656,140330171,140330465,140330973,140331321,140331611,140332419,140332612,140335738,
NSMF	0	chr9	-	140342025	140353786	140343943,140344126,140344477,140344707,140346887,140347038,140347271,140347632,140348272,140348895,140349759,140350938,140352353,140353001,	140344051,140344375,140344628,140346817,140347005,140347188,140347508,140348183,140348843,140349691,140350863,140351859,140352940,140353484,
MRPL41	0	chr9	+	140445651	140447007	140446430,	140446526,
DPH7	0	chr9	-	140449361	140473387	140450100,140459058,140459410,140459606,140468832,140469295,140470619,140472055,	140458886,140459345,140459537,140468660,140469204,140470532,140471922,140473077,
ZMYND19	0	chr9	-	140476531	140484942	140477138,140477615,140481559,140482275,140483170,	140477435,140481419,140482169,140483111,140484665,
SYAP1	0	chrX	+	16737755	16783459	16738022,16753468,16754355,16759912,16761963,16773216,16774844,16775432,	16753350,16754289,16759839,16761824,16773068,16774786,16775285,16778355,
RPL36A-HNRNPH2	1	chrX	+	100646000	100667153	100646034,100646552,100646810,100650445,	100646447,100646743,100650323,100666924,
HNRNPH2	1	chrX	+	100663283	100669121	100663307,	100666924,
TBL1X	1	chrX	+	9431335	9687780	9431502,9469889,9608400,9622362,9652228,9656315,9659751,9660294,9661252,9661459,9665469,9673154,9677362,9677800,9679816,9683043,	9469820,9608313,9622255,9652083,9656057,9659619,9660153,9661189,9661362,9665409,9673033,9677288,9677673,9679651,9682942,9684260,
MID1	1	chrX	-	10413350	10588674	10417756,10423117,10427847,10437880,10442790,10450668,10463731,10491227,10535643,	10422910,10427686,10437737,10442663,10450520,10463624,10491132,10534928,10588330,
ARHGAP6	1	chrX	-	11155664	11683821	11157650,11160433,11162368,11174746,11187804,11196368,11197572,11200238,11204551,11207104,11215116,11272827,	11160353,11162100,11174649,11187625,11196220,11197422,11200183,11204356,11206848,11215045,11272668,11682361,
FRMPD4	1	chrX	+	12156585	12742642	12157131,12516915,12628000,12633000,12693027,12701706,12704323,12708445,12712573,12720129,12722604,12725034,12725770,12728656,12735252,12736909,	12516799,12627840,12632898,12692982,12701602,12704216,12708314,12712454,12719993,12722478,12724945,12725588,12728518,12734188,12735620,12738648,
EGFL6	1	chrX	+	13587724	13651693	13588054,13607787,13613047,13618213,13621555,13624632,13626565,13636172,13637362,13642044,13645395,	13607675,13612955,13618094,13621436,13624498,13626443,13635849,13637282,13641943,13645130,13651104,
GLRA2	1	chrX	+	14547650	14749934	14548247,14550494,14592522,14599528,14622519,14625390,14627327,14708981,	14550361,14592455,14599305,14622437,14625253,14627113,14708832,14748329,
RAI2	0	chrX	-	17818171	17878827	17820154,17855850,	17855657,17878629,
IL1RAPL1	1	chrX	+	28605516	29974840	28606164,28807542,29301334,29414561,29417425,29686621,29935713,29938211,29959911,29972809,	28807437,29301055,29414375,29417272,29686547,29935581,29938066,29959768,29972639,29973219,
DMD	1	chrX	-	31137345	33229636	31140047,31144790,31152311,31164531,31165635,31187718,31190530,31191721,31196087,31196922,31198598,31201021,31222235,31224784,31227816,31241238,31279133,31341775,31366751,31462744,31496491,31497220,31515061,31525570,31645979,31676261,31697703,31747865,31792309,31838200,31854936,31893490,31947862,31950344,31986631,32235180,32305818,32328393,32360399,32361403,32364197,32366645,32381075,32382827,32383316,32398797,32404582,32407791,32408298,32430030,32456507,32459431,32466755,32472949,32481711,32482816,32486827,32490426,32503216,32509635,32519959,32536248,32563451,32583998,32591754,32591963,32613993,32632570,32662430,32663269,32716115,32717410,32827728,32834757,32841504,32862977,32867937,33038317,	31144759,31152219,31164408,31165392,31187560,31190465,31191656,31196049,31196786,31198487,31200855,31222078,31224699,31227615,31241164,31279072,31341715,31366673,31462598,31496223,31497100,31514905,31525398,31645790,31676107,31697492,31747748,31792077,31838092,31854835,31893305,31947713,31950197,31986456,32235033,32305646,32328199,32360217,32361251,32364060,32366523,32380905,32382699,32383137,32398627,32404427,32407618,32408188,32429869,32456358,32459297,32466573,32472779,32481556,32482703,32486615,32490281,32503036,32509394,32519872,32536125,32563276,32583819,32591647,32591862,32613874,32632420,32662249,32663081,32715987,32717229,32827610,32834585,32841412,32862900,32867845,33038256,33229399,
RP5-972B16.2	0	chrX	+	37208583	38546928	37208648,37265512,37285253,38525563,38530704,38533570,38535114,38540541,	37265462,37285093,38525375,38530630,38533475,38534959,38540458,38546853,
EFHC2	1	chrX	-	44007911	44202918	44008142,44023273,44035630,44037810,44089025,44091923,44094693,44101535,44107656,44108162,44109691,44120544,44132082,44172002,	44023168,44035538,44037613,44088895,44091727,44094551,44101367,44107518,44108049,44109440,44120321,44131932,44171814,44202793,
ARHGEF9	1	chrX	-	62854847	62974993	62858089,62863928,62875617,62885897,62894047,62898452,62917184,62926329,62944591,	62863860,62875374,62885766,62893918,62898220,62917005,62926138,62944412,62974184,
NHSL2	1	chrX	+	71130668	71373136	71131217,71352084,71354068,71354554,71357075,71360621,71362214,	71351929,71353941,71354359,71356944,71358291,71362082,71363103,
FAM46D	1	chrX	+	79591003	79700810	79591063,79591215,79598063,79694231,	79591149,79597999,79694109,79698021,
DACH2	1	chrX	+	85403625	86087590	85404112,85631865,85769394,85906170,85950182,85969723,85994885,86068007,86068280,86069837,86071102,	85631827,85769282,85906039,85950024,85969551,85994750,86067859,86068133,86069691,86071037,86087109,
PCDH11X	1	chrX	+	91089659	91878229	91091043,91134272,91456454,91518142,91642932,91723321,	91131780,91456374,91518113,91642734,91723298,91873263,
DIAPH2	1	chrX	+	95939711	96859996	95940189,95990789,95993761,96013257,96136717,96167401,96167551,96171573,96173616,96185842,96192350,96194381,96197135,96200590,96204038,96213147,96220206,96328041,96330260,96354794,96369964,96396793,96502838,96603279,96639043,96684744,	95990757,95993585,96013153,96136578,96167327,96167482,96171437,96173508,96185732,96192232,96194265,96197017,96200526,96203934,96212827,96220092,96327940,96330166,96354693,96369725,96396664,96502714,96603115,96638908,96684649,96854252,
PCDH19	1	chrX	-	99546644	99663595	99551873,99597073,99605702,99657849,	99596901,99605644,99657522,99661449,
NXF2B	1	chrX	-	101615319	101718085	101615566,101615773,101618366,101618973,101619616,101619827,101620024,101620252,101620439,101620594,101621011,101622799,101623086,101623295,101623521,101623788,101624008,101624203,101624657,101625073,101635010,101693595,101712733,101715616,101717004,101717947,	101615713,101618184,101618901,101619574,101619712,101619966,101620145,101620384,101620526,101620975,101622690,101622979,101623207,101623452,101623708,101623904,101624120,101624507,101624884,101634915,101693474,101712594,101715518,101716841,101717766,101718046,
RAB40A	1	chrX	-	102754682	102774417	102755754,102772453,	102772302,102774298,
IL1RAPL2	1	chrX	+	103810996	105011822	103811732,103903676,104440430,104478688,104512224,104728379,104961489,104984684,104993096,104999341,	103903576,104440157,104478502,104512071,104728305,104961360,104984539,104992953,104999171,105010957,
CXorf57	0	chrX	+	105855202	105922672	105855953,105866023,105868512,105875963,105876253,105876482,105879877,105881154,105882917,105883951,105891616,105905535,105912560,	105865881,105868320,105875855,105876162,105876360,105879773,105880990,105882757,105883782,105891543,105905245,105912393,105921358,
TRPC5	1	chrX	-	111017543	111326004	111020230,111022302,111024434,111025366,111078344,111090664,111095665,111097334,111156040,111195669,	111022213,111024393,111025163,111078149,111090342,111095526,111096998,111155519,111195271,111325107,
TENM1	1	chrX	-	123509753	124097666	123515144,123516662,123518704,123519914,123526198,123539116,123540339,123554671,123556488,123587341,123615814,123631115,123637553,123654634,123657475,123663833,123680940,123695667,123697622,123699410,123775841,123779187,123780660,123785974,123787633,123805685,123839101,123871047,124028201,124030090,	123516520,123517484,123519527,123525902,123538881,123540167,123554161,123556122,123587187,123615582,123630866,123637410,123654367,123657214,123663714,123680724,123695521,123697599,123699225,123775641,123778993,123780559,123785764,123787434,123805533,123838863,123870807,124028145,124029830,124097386,
ZDHHC9	1	chrX	-	128937264	128977860	128940462,128944977,128945485,128946796,128947701,128948771,128957813,128963117,128976056,128977302,	128944881,128945382,128946694,128947653,128948634,128957655,128962957,128975755,128977235,128977672,
ENOX2	1	chrX	-	129757343	130037208	129759419,129762017,129765550,129769065,129771384,129790669,129799723,129801716,129804172,129813722,129822992,129837228,130035705,	129761932,129765442,129768958,129771203,129790555,129799617,129801504,129803939,129813516,129822837,129837094,130035658,130037023,
AFF2	1	chrX	+	147582567	148072932	147582664,147733652,147744289,147891444,147924526,147924939,147967515,147985788,148035269,148038143,148039988,148044467,148048609,148049222,148055137,148059534,148059985,148062320,148069087,	147733520,147743429,147891400,147924490,147924906,147967419,147985751,148035110,148037133,148039867,148044245,148048320,148049159,148055001,148059463,148059892,148062268,148068897,148072741,
CD99L2	0	chrX	-	149937202	150067102	149937574,149938842,149944766,149945955,149962229,149963762,149963959,149999766,	149938777,149944647,149945917,149962164,149963679,149963891,149999704,150066995,
PDZD4	1	chrX	-	153067621	153095945	153070355,153070662,153071061,153071588,153072295,153072824,153074050,	153070552,153070960,153071526,153072197,153072734,153073815,153095694,
F8	1	chrX	-	154064070	154251028	154066027,154088883,154090141,154091502,154124507,154128226,154129717,154130442,154132363,154132799,154133298,154134848,154159951,154176182,154182317,154185446,154189443,154194416,154194962,154197827,154213078,154215580,154221423,154225370,154227875,	154088707,154089993,154091358,154124352,154128141,154129646,154130326,154132181,154132571,154133086,154134695,154156846,154175973,154182167,154185232,154189350,154194245,154194701,154197606,154212962,154215512,154221211,154225248,154227754,154250685,
DHRSX	1	chrX	-	2137557	2419019	2139270,2161271,2184988,2209644,2326854,2343345,	2161064,2184781,2209543,2326786,2343238,2418858,
CD99	0	chrX	+	2609220	2659350	2609468,2632495,2635693,2637746,2638465,2640715,2641405,2644414,2656297,	2632463,2635646,2637702,2638397,2640668,2641355,2644301,2656241,2658820,
GYG2	1	chrX	+	2746863	2800859	2747016,2748236,2761131,2761395,2772195,2773196,2774665,2778106,2779763,2793955,2795348,	2748102,2761039,2761254,2772021,2773034,2774539,2777884,2779563,2793851,2795241,2799093,
ARSF	1	chrX	+	2959512	3030767	2959704,2986152,2990216,2994710,2999054,3002707,3007673,3019262,3021965,3028293,	2986114,2990067,2994589,2998932,3002284,3007537,3019128,3021803,3028169,3030215,
PRKX	1	chrX	-	3522411	3631649	3526986,3530366,3533933,3539357,3544555,3560012,3573453,3592807,	3530218,3533856,3539300,3544460,3559893,3573190,3592639,3631129,
NLGN4X	1	chrX	-	5808067	6146904	5811707,5821907,5827280,5947473,6069812,	5821118,5827095,5947321,6069036,6146582,
STS	1	chrX	+	7137497	7272851	7137727,7171377,7175404,7175629,7177813,7194128,7223224,7243539,7252148,	7171237,7175283,7175507,7177390,7193992,7223087,7243380,7252027,7267929,
ANOS1	0	chrX	-	8496915	8700227	8501094,8502501,8503852,8504983,8507799,8522139,8536417,8538745,8553437,8556019,8565297,8591711,8667786,	8502360,8503632,8504812,8507705,8521993,8536273,8538540,8553308,8555835,8565075,8591649,8667739,8699871,
GPR143	0	chrX	-	9693386	9734004	9693880,9707759,9709495,9711713,9714193,9716706,9727466,9728866,	9707525,9709378,9711605,9714084,9716614,9727372,9728757,9733608,
SHROOM2	1	chrX	+	9754496	9917483	9754750,9841843,9859148,9864738,9866330,9900910,9905725,9907406,9912953,	9841692,9859017,9862398,9866230,9900215,9905174,9907235,9912681,9914711,
WWC3	1	chrX	+	9983619	10109658	9983714,9983898,10031594,10035530,10046915,10047844,10058940,10062321,10066619,10078060,10084547,10085729,10090779,10092379,10093150,10094346,10096201,10096748,10098161,10102636,10104765,10106976,10107580,	9983717,10031485,10035327,10046839,10047765,10058811,10062172,10066546,10077818,10084458,10085164,10090659,10092305,10093064,10094154,10096028,10096597,10097996,10102472,10104673,10106749,10107453,10109475,
HCCS	0	chrX	+	11129421	11141198	11129580,11130280,11133106,11135535,11136740,11139113,	11130139,11132955,11135387,11136621,11139027,11139732,
OFD1	0	chrX	+	13752864	13787472	13753202,13753465,13754797,13757033,13757151,13762638,13764574,13765072,13767652,13769487,13771560,13773361,13774886,13775909,13776567,13778839,13779330,13780563,13781974,13785403,13786343,13786904,	13753367,13754597,13756965,13757121,13762534,13764438,13764899,13767546,13769368,13771487,13773270,13774697,13775779,13776456,13778234,13779204,13780463,13781864,13785246,13786173,13786837,13787185,
PIR	0	chrX	-	15402921	15511464	15403238,15408373,15415653,15425672,15444113,15474177,15477863,15497944,15509432,	15408307,15415571,15425628,15444029,15473971,15477780,15497852,15509285,15511313,
ACE2	1	chrX	-	15579156	15619137	15580136,15582341,15584492,15585949,15588476,15589919,15590446,15591588,15593933,15596438,15599513,15603695,15605981,15607579,15609979,15610445,15613126,	15582147,15584376,15585849,15588418,15589747,15590324,15591490,15593789,15596212,15599344,15603598,15605876,15607467,15609836,15610352,15612968,15618849,
AP1S2	1	chrX	-	15843929	15873054	15845495,15863639,15864134,15870647,	15863502,15864026,15870469,15872811,
CTPS2	1	chrX	-	16606126	16730340	16607898,16608985,16627808,16635369,16638455,16657366,16685680,16685847,16688797,16696573,16701349,16707724,16709743,16711347,16711610,16716459,16717216,16721064,	16608875,16627664,16635273,16638400,16657270,16685637,16685785,16688703,16696485,16701217,16707573,16709663,16711264,16711494,16716359,16717046,16720860,16729636,
REPS2	1	chrX	+	16964814	17171403	16965257,17024467,17040394,17043308,17047746,17065605,17070568,17073073,17080655,17086594,17088116,17092282,17095530,17121902,17152030,17153529,17157084,	17024344,17040246,17043182,17047649,17065470,17070505,17072931,17080561,17086525,17088063,17092237,17095394,17121841,17151947,17153384,17156979,17165536,
NHS	1	chrX	+	17393543	17754114	17394445,17706014,17710588,17739753,17742550,17746448,17746895,	17705862,17710455,17739561,17742419,17743467,17746769,17749978,
BEND2	0	chrX	-	18181051	18239003	18183343,18189324,18192378,18194213,18195889,18198770,18209228,18213562,18220060,18222035,18230800,18232031,18234853,	18189121,18192150,18194092,18195689,18198630,18209121,18213416,18219935,18221621,18230685,18231894,18234641,18238846,
SCML2	1	chrX	-	18257434	18372847	18259499,18260710,18264948,18266002,18275150,18276367,18278411,18283922,18323335,18338540,18342213,18343097,18348775,18352215,	18260559,18264697,18265889,18274968,18276164,18278291,18283705,18323092,18338452,18341979,18343027,18348707,18352170,18372712,
CDKL5	1	chrX	+	18525217	18656527	18525280,18528974,18582642,18593610,18598088,18600070,18602473,18606263,18613548,18616733,18622988,18627032,18627690,18631395,18638086,18643367,	18528940,18582597,18593474,18597968,18600011,18602383,18606074,18613468,18616582,18622022,18626931,18627585,18631272,18637987,18643248,18646491,
PPEF1	1	chrX	+	18709032	18846039	18709213,18716050,18718554,18725945,18748426,18751926,18768070,18775859,18779694,18797294,18800520,18802166,18807391,18822195,18824663,18836263,18842204,18843953,	18715964,18718452,18725778,18748299,18751866,18767910,18775745,18779648,18797128,18800484,18802017,18807239,18822010,18824521,18836157,18842041,18843869,18845394,
ADGRG2	0	chrX	-	19007432	19140579	19009166,19013166,19014270,19017397,19018078,19021232,19022997,19024223,19024383,19025475,19026241,19027900,19028896,19032192,19037783,19039316,19041571,19042066,19045392,19046356,19049155,19051772,19054095,19055608,19055754,19058342,19086953,19100864,	19013014,19014169,19017114,19017979,19020964,19022876,19024120,19024338,19025353,19026098,19027744,19028731,19031804,19037717,19039222,19041534,19042027,19045337,19046301,19049102,19051731,19054060,19055585,19055716,19058307,19086835,19100820,19140560,
MAP3K15	1	chrX	-	19378797	19533379	19378951,19379533,19379711,19380968,19387337,19389182,19389648,19390945,19391813,19392778,19398395,19410225,19410591,19413326,19416477,19418781,19425401,19428091,19431582,19433375,19443808,19444461,19449726,19475137,19478271,19482524,19504623,19507085,	19379457,19379611,19380856,19387172,19389077,19389463,19390771,19391654,19392595,19398238,19410120,19410461,19413199,19416344,19418694,19425306,19428042,19431475,19433225,19443649,19444349,19449556,19475031,19478103,19482331,19504600,19506946,19533019,
SH3KBP1	1	chrX	-	19552093	19905719	19554576,19555898,19560311,19564168,19568201,19587306,19606920,19610265,19613118,19626163,19650076,19663593,19702146,19713859,19725102,19764559,19854400,	19555835,19560043,19564040,19568092,19587221,19606761,19610185,19613067,19626056,19649982,19663518,19701941,19713730,19724999,19764436,19854243,19905425,
MAP7D2	1	chrX	-	20024831	20135016	20026516,20029170,20030653,20031250,20031743,20033445,20034443,20043201,20044070,20060747,20062642,20071106,20074909,20081695,20082923,	20028895,20030467,20031172,20031687,20033341,20034212,20043069,20043799,20060620,20062482,20070996,20074798,20081532,20082846,20134868,
RPS6KA3	1	chrX	-	20168029	20284958	20173638,20174367,20179879,20181158,20183178,20185865,20187609,20190989,20193406,20194470,20194616,20195202,20204484,20206088,20206652,20211711,20212386,20213263,20222221,20227522,20252932,	20174227,20179762,20181082,20183017,20185707,20187520,20190864,20193282,20194368,20194552,20195114,20204414,20205946,20206615,20211605,20212307,20213183,20222140,20227406,20252876,20284682,
CNKSR2	1	chrX	+	21392980	21672813	21393079,21444778,21450932,21458899,21488925,21508696,21515964,21519706,21534749,21545118,21550185,21579678,21581570,21608738,21609312,21613165,21613513,21619467,21624997,21627735,21667145,	21444615,21450730,21458812,21488884,21508577,21515905,21519638,21534603,21544985,21549974,21579589,21581356,21608690,21609140,21613092,21613442,21619400,21624897,21627189,21666949,21670424,
SMPX	0	chrX	-	21724090	21776281	21724512,21755815,21761954,21772420,	21755667,21761868,21772364,21776060,
MBTPS2	0	chrX	+	21857754	21903542	21857927,21861436,21863502,21869730,21871621,21886703,21887796,21896254,21896810,21899090,	21861288,21863289,21869627,21871494,21886585,21887616,21896160,21896615,21899015,21900551,
PHEX	1	chrX	+	22050559	22269427	22051241,22056655,22065329,22094592,22095820,22108615,22112217,22115156,22117269,22129678,22132704,22151741,22186506,22196493,22208619,22231075,22237220,22239860,22244625,22245728,22263526,	22056587,22065168,22094506,22095594,22108547,22112101,22115073,22117124,22129585,22132576,22151640,22186429,22196390,22208561,22231021,22237153,22239730,22244560,22245624,22263450,22265968,
ACOT9	0	chrX	-	23721788	23761393	23722099,23722961,23723197,23723711,23723975,23724856,23726061,23731325,23740101,23740870,23748681,23749103,23751334,23754133,	23722811,23723110,23723626,23723885,23724745,23725994,23731252,23739998,23740787,23748644,23748933,23751289,23754036,23761242,
APOO	1	chrX	-	23851470	23926051	23851729,23858494,23874499,23876850,23886805,23892574,23897151,23899069,	23858430,23874419,23876759,23886710,23892520,23897032,23898962,23925811,
PDK3	1	chrX	+	24483338	24552542	24483678,24513000,24517017,24521628,24523415,24537127,24544391,24545792,24546303,24549887,	24512859,24516946,24521444,24523326,24537050,24544315,24545691,24546193,24549774,24552046,
PCYT1B	1	chrX	-	24579959	24665353	24580622,24593435,24597575,24605436,24608291,24625978,24637201,	24593247,24597433,24605358,24608140,24625862,24637102,24665106,
POLA1	0	chrX	+	24712064	25015103	24712103,24717666,24721464,24722586,24732786,24733320,24734571,24735088,24735608,24735875,24741384,24742568,24744172,24745188,24746053,24750571,24751933,24753605,24755858,24757667,24759621,24760238,24761446,24763659,24766577,24767109,24828047,24828917,24830980,24833228,24839700,24844718,24859947,24861794,24906239,24948666,	24717542,24721368,24722506,24732671,24733258,24734479,24735001,24735407,24735697,24741272,24742452,24744098,24745050,24745899,24750487,24751872,24753516,24755742,24757492,24759492,24760119,24761347,24763535,24766428,24766987,24828015,24828825,24830775,24833096,24839569,24844544,24859769,24861663,24906123,24948570,25013922,
DCAF8L2	1	chrX	+	27608500	27766908	27608557,27650117,27696029,27734288,	27649996,27695953,27734205,27764955,
TAB3	1	chrX	-	30845559	30993201	30849692,30852269,30861166,30864761,30871055,30873679,30877795,30885335,30885666,30889918,30917280,	30852168,30861083,30864668,30870895,30872233,30877604,30885232,30885582,30889816,30917188,30993130,
PRRG1	1	chrX	+	37208528	37316548	37208648,37265512,37285253,	37265462,37285093,37312389,
LANCL3	1	chrX	+	37430905	37536647	37431696,37515064,37518912,37526742,	37514941,37518715,37526535,37534907,
SRPX	1	chrX	-	38008592	38080152	38009147,38013836,38016282,38019449,38020307,38024148,38031310,38033604,38037597,	38013715,38016149,38019270,38020186,38024022,38031134,38033413,38037538,38079949,
RPGR	1	chrX	-	38128416	38186817	38129085,38132730,38134399,38136025,38146498,38147294,38150277,38150737,38156705,38158394,38160624,38164043,38170026,38176718,38178240,38180342,38182198,38182777,	38132639,38134342,38135840,38146347,38147114,38150212,38150646,38156537,38158209,38160500,38163888,38169868,38176569,38178082,38180280,38182106,38182652,38186593,
OTC	0	chrX	+	38211798	38280703	38212026,38226682,38229130,38240682,38260681,38262993,38268048,38268278,38271252,	38226544,38229049,38240595,38260528,38262871,38267995,38268129,38271115,38280276,
TSPAN7	1	chrX	+	38420623	38548167	38420880,38525563,38530704,38533570,38535114,38540541,38546928,	38525375,38530630,38533475,38534959,38540458,38546853,38547193,
BCOR	1	chrX	-	39910501	40036582	39911653,39913295,39913586,39914766,39916574,39921646,39922324,39923103,39923852,39930412,39930943,39934433,39935785,39937222,	39913139,39913509,39914621,39916408,39921392,39921999,39922861,39923589,39930226,39930890,39931602,39935707,39937097,40036260,
CXorf38	0	chrX	-	40488285	40506799	40489414,40490025,40495964,40496408,40498380,40506393,	40489866,40495785,40496259,40498261,40506259,40506557,
USP9X	1	chrX	+	40944888	41095832	40945362,40982977,40988398,40990789,40994090,40996275,41000024,41000470,41000684,41002696,41003879,41007828,41010310,41012334,41022130,41025467,41026830,41027471,41029488,41029872,41031211,41043381,41043928,41045895,41047370,41048728,41055612,41055991,41056763,41058003,41060533,41064746,41069935,41073962,41075905,41076596,41077850,41078484,41082655,41084215,41084390,41088662,41089080,41089849,	40982724,40988253,40990710,40993978,40996057,40999909,41000219,41000546,41002544,41003775,41007622,41010174,41012201,41022043,41025125,41026735,41027260,41029248,41029723,41031091,41043251,41043650,41045770,41047245,41048562,41055504,41055845,41056617,41057781,41060313,41064556,41069762,41073821,41075152,41076473,41077625,41078355,41082470,41083995,41084302,41088506,41088820,41089754,41091640,
CASK	1	chrX	-	41379343	41782268	41379849,41383287,41390462,41394039,41394211,41402059,41413168,41414888,41416353,41419100,41420897,41428999,41437781,41446240,41448845,41469278,41481887,41485956,41495914,41519814,41524705,41530783,41598709,41604854,41646536,41712480,	41383204,41390260,41393959,41394146,41401944,41412972,41414853,41416285,41419032,41420812,41428921,41437593,41446160,41448768,41469157,41481870,41485857,41495831,41519692,41524530,41530681,41598637,41604777,41646431,41712368,41782183,
GPR34	1	chrX	+	41548226	41556530	41548337,41549088,	41548996,41554808,
MAOA	1	chrX	+	43515467	43606068	43515662,43542855,43552675,43571223,43572043,43587561,43590637,43591100,43592042,43595527,43599985,43601294,43603152,43603418,	43542761,43552538,43571119,43571952,43587420,43590488,43590941,43591946,43595474,43599928,43601197,43603041,43603356,43603614,
MAOB	1	chrX	-	43625858	43741693	43626865,43627963,43628665,43634519,43637986,43639642,43640791,43652825,43655135,43656513,43661510,43662651,43698251,43703010,	43627901,43628554,43634422,43637929,43639589,43640695,43652666,43654986,43656372,43661419,43662547,43698114,43702916,43741500,
KDM6A	1	chrX	+	44732757	44971847	44732958,44733233,44820637,44833960,44870264,44879975,44894230,44896934,44911047,44913200,44918349,44918711,44919401,44920664,44921993,44923062,44929602,44936071,44937750,44938596,44941885,44942034,44942853,44945224,44949175,44950109,44966781,44969494,	44733170,44820529,44833911,44870206,44879855,44894176,44896900,44910954,44913074,44918251,44918492,44919267,44920569,44921892,44922667,44928824,44935942,44937645,44938391,44941821,44941960,44942705,44945110,44948988,44949968,44966655,44969324,44970627,
ZNF674	1	chrX	-	46357162	46404876	46360770,46387880,46388344,46401551,46404046,	46387770,46388218,46401508,46403936,46404806,
SLC9A7	1	chrX	-	46464753	46618490	46466638,46472829,46480494,46491084,46495083,46502824,46508232,46510658,46510839,46513158,46521592,46522078,46529154,46532062,46539190,46541970,	46472724,46480412,46491021,46495024,46502671,46508121,46510545,46510751,46513044,46521463,46521973,46529042,46531986,46539113,46541771,46618140,
JADE3	1	chrX	+	46771711	46920641	46771775,46844341,46845193,46857679,46884316,46887505,46893190,46898467,46914030,46915601,46919651,	46844285,46845114,46857522,46884126,46887294,46893023,46898351,46913560,46915484,46917569,46919653,
UBA1	1	chrX	+	47050260	47074527	47050349,47058318,47058505,47058776,47059013,47060399,47060765,47061009,47061652,47061903,47062213,47062446,47062613,47063095,47065512,47065843,47069086,47069522,47070315,47070624,47071911,47072262,47072580,47073827,47074036,	47058202,47058447,47058608,47058879,47060293,47060675,47060877,47061555,47061757,47062037,47062342,47062533,47062940,47065347,47065647,47069022,47069327,47070241,47070435,47071823,47072170,47072389,47073726,47073936,47074193,
ZNF41	1	chrX	-	47305278	47341984	47308873,47315415,47315797,47327159,	47315320,47315671,47326809,47341858,
SYN1	1	chrX	-	47431297	47479252	47432398,47433989,47434174,47434673,47435632,47435805,47436039,47436900,47464466,47464778,47466435,47466597,	47433401,47434087,47434527,47435530,47435731,47435897,47436838,47464377,47464622,47466344,47466540,47478751,
ZNF81	1	chrX	+	47696301	47781610	47696386,47702167,47705720,47747524,47755339,	47702049,47705504,47747398,47755244,47774323,
ZNF182	1	chrX	-	47834251	47847995	47837196,47842438,47842811,	47842349,47842685,47847924,
GLOD5	0	chrX	+	48620154	48632062	48620257,48624377,48629498,	48624240,48629343,48631726,
PQBP1	0	chrX	+	48755195	48760419	48755376,48755859,48758578,48759319,48759794,48760072,	48755775,48758467,48759207,48759510,48760009,48760205,
TFE3	1	chrX	-	48886242	48901012	48888112,48889059,48891055,48891297,48891766,48895639,48895967,48896935,48898095,	48888912,48890980,48891241,48891649,48895535,48895722,48896632,48897982,48900637,
MAGIX	1	chrX	+	49020121	49022971	49020267,49021127,49021428,49021699,	49021045,49021201,49021528,49022413,
