name,file,core_dataset,mean,max,N50,cuts
parambassis_ranga/,https://ftp.ensembl.org/pub/release-106/fasta/parambassis_ranga/dna/Parambassis_ranga.fParRan2.1.dna.primary_assembly.1.fa.gz,parambassis_ranga_core_106_21/,26048542.0,26048542.0,26048542.0,0.0
paramormyrops_kingsleyae/,https://ftp.ensembl.org/pub/release-106/fasta/paramormyrops_kingsleyae/dna/Paramormyrops_kingsleyae.PKINGS_0.1.dna.toplevel.fa.gz,paramormyrops_kingsleyae_core_106_1/,171292.28262266982,7257134.0,1731158.0,0.0
parus_major/,https://ftp.ensembl.org/pub/release-106/fasta/parus_major/dna/Parus_major.Parus_major1.1.dna.primary_assembly.1.fa.gz,parus_major_core_106_1/,114059860.0,114059860.0,114059860.0,0.0
pavo_cristatus/,https://ftp.ensembl.org/pub/release-106/fasta/pavo_cristatus/dna/Pavo_cristatus.AIIM_Pcri_1.0.dna.toplevel.fa.gz,pavo_cristatus_core_106_1/,5729.657629424754,2488982.0,190304.0,0.0
pelodiscus_sinensis/,https://ftp.ensembl.org/pub/release-106/fasta/pelodiscus_sinensis/dna/Pelodiscus_sinensis.PelSin_1.0.dna.toplevel.fa.gz,pelodiscus_sinensis_core_106_1/,10256.27619047619,177993.0,21994.0,185476.0
pelusios_castaneus/,https://ftp.ensembl.org/pub/release-106/fasta/pelusios_castaneus/dna/Pelusios_castaneus.Pelusios_castaneus-1.0.dna.toplevel.fa.gz,pelusios_castaneus_core_106_1/,29611.777652239412,57519725.0,14055032.0,0.0
periophthalmus_magnuspinnatus/,https://ftp.ensembl.org/pub/release-106/fasta/periophthalmus_magnuspinnatus/dna/Periophthalmus_magnuspinnatus.PM.fa.dna.toplevel.fa.gz,periophthalmus_magnuspinnatus_core_106_1/,26926.200306983883,3397572.0,296161.0,0.0
peromyscus_maniculatus_bairdii/,https://ftp.ensembl.org/pub/release-106/fasta/peromyscus_maniculatus_bairdii/dna/Peromyscus_maniculatus_bairdii.HU_Pman_2.1.dna.primary_assembly.1.fa.gz,peromyscus_maniculatus_bairdii_core_106_21/,193310054.0,193310054.0,193310054.0,0.0
petromyzon_marinus/,https://ftp.ensembl.org/pub/release-106/fasta/petromyzon_marinus/dna/Petromyzon_marinus.Pmarinus_7.0.dna.toplevel.fa.gz,petromyzon_marinus_core_106_7/,8769.262199582736,149286.0,13107.0,48808.0
phascolarctos_cinereus/,https://ftp.ensembl.org/pub/release-106/fasta/phascolarctos_cinereus/dna/Phascolarctos_cinereus.phaCin_unsw_v4.1.dna.toplevel.fa.gz,phascolarctos_cinereus_core_106_41/,1674138.1709491347,40558015.0,11587828.0,0.0
phasianus_colchicus/,https://ftp.ensembl.org/pub/release-106/fasta/phasianus_colchicus/dna/Phasianus_colchicus.ASM414374v1.dna.toplevel.fa.gz,phasianus_colchicus_core_106_1/,25644.764977190815,42030034.0,10682894.0,0.0
phocoena_sinus/,https://ftp.ensembl.org/pub/release-106/fasta/phocoena_sinus/dna/Phocoena_sinus.mPhoSin1.pri.dna.primary_assembly.1.fa.gz,phocoena_sinus_core_106_1/,185845356.0,185845356.0,185845356.0,0.0
physeter_catodon/,https://ftp.ensembl.org/pub/release-106/fasta/physeter_catodon/dna/Physeter_catodon.ASM283717v2.dna.primary_assembly.1.fa.gz,physeter_catodon_core_106_2/,145741392.0,145741392.0,145741392.0,0.0
piliocolobus_tephrosceles/,https://ftp.ensembl.org/pub/release-106/fasta/piliocolobus_tephrosceles/dna/Piliocolobus_tephrosceles.ASM277652v2.dna.toplevel.fa.gz,piliocolobus_tephrosceles_core_106_2/,64026.79354675546,96105737.0,13534873.0,0.0
podarcis_muralis/,https://ftp.ensembl.org/pub/release-106/fasta/podarcis_muralis/dna/Podarcis_muralis.PodMur_1.0.dna.primary_assembly.1.fa.gz,podarcis_muralis_core_106_1/,140209921.0,140209921.0,140209921.0,0.0
poecilia_formosa/,https://ftp.ensembl.org/pub/release-106/fasta/poecilia_formosa/dna/Poecilia_formosa.PoeFor_5.1.2.dna.toplevel.fa.gz,poecilia_formosa_core_106_512/,22994.597430613692,528602.0,57471.0,27073.0
poecilia_latipinna/,https://ftp.ensembl.org/pub/release-106/fasta/poecilia_latipinna/dna/Poecilia_latipinna.P_latipinna-1.0.dna.toplevel.fa.gz,poecilia_latipinna_core_106_1/,45316.029742050254,1881953.0,279200.0,0.0
poecilia_mexicana/,https://ftp.ensembl.org/pub/release-106/fasta/poecilia_mexicana/dna/Poecilia_mexicana.P_mexicana-1.0.dna.toplevel.fa.gz,poecilia_mexicana_core_106_1/,44281.220602043635,1563227.0,275316.0,0.0
poecilia_reticulata/,https://ftp.ensembl.org/pub/release-106/fasta/poecilia_reticulata/dna/Poecilia_reticulata.Guppy_female_1.0_MT.dna.primary_assembly.LG1.fa.gz,poecilia_reticulata_core_106_1/,34115677.0,34115677.0,34115677.0,0.0
pogona_vitticeps/,https://ftp.ensembl.org/pub/release-106/fasta/pogona_vitticeps/dna/Pogona_vitticeps.pvi1.1.dna.toplevel.fa.gz,pogona_vitticeps_core_106_11/,3330.4288404760596,14681335.0,2290546.0,0.0
pongo_abelii/,https://ftp.ensembl.org/pub/release-106/fasta/pongo_abelii/dna/Pongo_abelii.Susie_PABv2.dna.primary_assembly.1.fa.gz,pongo_abelii_core_106_2/,227913704.0,227913704.0,227913704.0,0.0
procavia_capensis/,https://ftp.ensembl.org/pub/release-106/fasta/procavia_capensis/dna/Procavia_capensis.proCap1.dna.toplevel.fa.gz,procavia_capensis_core_106_1/,2840.47659367075,225920.0,3379.0,570289.0
prolemur_simus/,https://ftp.ensembl.org/pub/release-106/fasta/prolemur_simus/dna/Prolemur_simus.Prosim_1.0.dna.toplevel.fa.gz,prolemur_simus_core_106_1/,18753.255746679522,17974040.0,2710671.0,0.0
propithecus_coquereli/,https://ftp.ensembl.org/pub/release-106/fasta/propithecus_coquereli/dna/Propithecus_coquereli.Pcoq_1.0.dna.toplevel.fa.gz,propithecus_coquereli_core_106_1/,6966.480984384926,683931.0,28134.0,276531.0
pseudonaja_textilis/,https://ftp.ensembl.org/pub/release-106/fasta/pseudonaja_textilis/dna/Pseudonaja_textilis.EBS10Xv2-PRI.dna.toplevel.fa.gz,pseudonaja_textilis_core_106_2/,55692.99730297723,55112079.0,14685528.0,0.0
pteropus_vampyrus/,https://ftp.ensembl.org/pub/release-106/fasta/pteropus_vampyrus/dna/Pteropus_vampyrus.pteVam1.dna.toplevel.fa.gz,pteropus_vampyrus_core_106_1/,4729.964023374005,336053.0,8527.0,298171.0
pundamilia_nyererei/,https://ftp.ensembl.org/pub/release-106/fasta/pundamilia_nyererei/dna/Pundamilia_nyererei.PunNye1.0.dna.toplevel.fa.gz,pundamilia_nyererei_core_106_1/,114722.67095080155,12616905.0,2525540.0,0.0
pygocentrus_nattereri/,https://ftp.ensembl.org/pub/release-106/fasta/pygocentrus_nattereri/dna/Pygocentrus_nattereri.Pygocentrus_nattereri-1.0.2.dna.toplevel.fa.gz,pygocentrus_nattereri_core_106_102/,4533.583377422245,16950971.0,1440044.0,0.0
rattus_norvegicus/,https://ftp.ensembl.org/pub/release-106/fasta/rattus_norvegicus/dna/Rattus_norvegicus.mRatBN7.2.dna.primary_assembly.1.fa.gz,rattus_norvegicus_core_106_72/,260522016.0,260522016.0,260522016.0,0.0
rhinolophus_ferrumequinum/,https://ftp.ensembl.org/pub/release-106/fasta/rhinolophus_ferrumequinum/dna/Rhinolophus_ferrumequinum.mRhiFer1_v1.p.dna.primary_assembly.1.fa.gz,rhinolophus_ferrumequinum_core_106_1/,124933378.0,124933378.0,124933378.0,0.0
rhinopithecus_bieti/,https://ftp.ensembl.org/pub/release-106/fasta/rhinopithecus_bieti/dna/Rhinopithecus_bieti.ASM169854v1.dna.toplevel.fa.gz,rhinopithecus_bieti_core_106_1/,28343.45641328357,14887385.0,2225336.0,0.0
rhinopithecus_roxellana/,https://ftp.ensembl.org/pub/release-106/fasta/rhinopithecus_roxellana/dna/Rhinopithecus_roxellana.Rrox_v1.dna.toplevel.fa.gz,rhinopithecus_roxellana_core_106_1/,14511.640619521639,630835.0,77151.0,61285.0
saccharomyces_cerevisiae/,https://ftp.ensembl.org/pub/release-106/fasta/saccharomyces_cerevisiae/dna/Saccharomyces_cerevisiae.R64-1-1.dna.toplevel.fa.gz,saccharomyces_cerevisiae_core_106_4/,715122.8235294118,1531932.0,924430.0,0.0
saimiri_boliviensis_boliviensis/,https://ftp.ensembl.org/pub/release-106/fasta/saimiri_boliviensis_boliviensis/dna/Saimiri_boliviensis_boliviensis.SaiBol1.0.dna.toplevel.fa.gz,saimiri_boliviensis_boliviensis_core_106_1/,16359.095948855456,378376.0,38824.0,148728.0
salarias_fasciatus/,https://ftp.ensembl.org/pub/release-106/fasta/salarias_fasciatus/dna/Salarias_fasciatus.fSalaFa1.1.dna.primary_assembly.1.fa.gz,salarias_fasciatus_core_106_11/,41082910.0,41082910.0,41082910.0,0.0
salmo_salar/,https://ftp.ensembl.org/pub/release-106/fasta/salmo_salar/dna/Salmo_salar.Ssal_v3.1.dna.primary_assembly.1.fa.gz,salmo_salar_core_106_31/,174498729.0,174498729.0,174498729.0,0.0
salmo_trutta/,https://ftp.ensembl.org/pub/release-106/fasta/salmo_trutta/dna/Salmo_trutta.fSalTru1.1.dna.primary_assembly.1.fa.gz,salmo_trutta_core_106_11/,81542925.0,81542925.0,81542925.0,0.0
salvator_merianae/,https://ftp.ensembl.org/pub/release-106/fasta/salvator_merianae/dna/Salvator_merianae.HLtupMer3.dna.toplevel.fa.gz,salvator_merianae_core_106_3/,338379.8976285905,99024201.0,28146161.0,0.0
sander_lucioperca/,https://ftp.ensembl.org/pub/release-106/fasta/sander_lucioperca/dna/Sander_lucioperca.SLUC_FBN_1.dna.toplevel.fa.gz,sander_lucioperca_core_106_1/,685817.0350342727,19065786.0,4929547.0,0.0
sarcophilus_harrisii/,https://ftp.ensembl.org/pub/release-106/fasta/sarcophilus_harrisii/dna/Sarcophilus_harrisii.mSarHar1.11.dna.primary_assembly.1.fa.gz,sarcophilus_harrisii_core_106_1/,716413629.0,716413629.0,716413629.0,0.0
sciurus_vulgaris/,https://ftp.ensembl.org/pub/release-106/fasta/sciurus_vulgaris/dna/Sciurus_vulgaris.mSciVul1.1.dna.primary_assembly.1.fa.gz,sciurus_vulgaris_core_106_1/,213194295.0,213194295.0,213194295.0,0.0
scleropages_formosus/,https://ftp.ensembl.org/pub/release-106/fasta/scleropages_formosus/dna/Scleropages_formosus.fSclFor1.1.dna.primary_assembly.1.fa.gz,scleropages_formosus_core_106_11/,54115380.0,54115380.0,54115380.0,0.0
scophthalmus_maximus/,https://ftp.ensembl.org/pub/release-106/fasta/scophthalmus_maximus/dna/Scophthalmus_maximus.ASM1334776v1.dna.primary_assembly.1.fa.gz,scophthalmus_maximus_core_106_1/,32119850.0,32119850.0,32119850.0,0.0
serinus_canaria/,https://ftp.ensembl.org/pub/release-106/fasta/serinus_canaria/dna/Serinus_canaria.SCA1.dna.toplevel.fa.gz,serinus_canaria_core_106_12/,3784.7801766760076,88717973.0,17815079.0,0.0
seriola_dumerili/,https://ftp.ensembl.org/pub/release-106/fasta/seriola_dumerili/dna/Seriola_dumerili.Sdu_1.0.dna.toplevel.fa.gz,seriola_dumerili_core_106_1/,19554.656451985225,24919768.0,5812906.0,0.0
seriola_lalandi_dorsalis/,https://ftp.ensembl.org/pub/release-106/fasta/seriola_lalandi_dorsalis/dna/Seriola_lalandi_dorsalis.Sedor1.dna.toplevel.fa.gz,seriola_lalandi_dorsalis_core_106_1/,7354.664109721079,8096577.0,1269737.0,0.0
sinocyclocheilus_anshuiensis/,https://ftp.ensembl.org/pub/release-106/fasta/sinocyclocheilus_anshuiensis/dna/Sinocyclocheilus_anshuiensis.SAMN03320099.WGS_v1.1.dna.toplevel.fa.gz,sinocyclocheilus_anshuiensis_core_106_11/,19055.5573632735,7153784.0,1284143.0,0.0
sinocyclocheilus_grahami/,https://ftp.ensembl.org/pub/release-106/fasta/sinocyclocheilus_grahami/dna/Sinocyclocheilus_grahami.SAMN03320097.WGS_v1.1.dna.toplevel.fa.gz,sinocyclocheilus_grahami_core_106_11/,55960.858170540654,9040279.0,1156368.0,0.0
sinocyclocheilus_rhinocerous/,https://ftp.ensembl.org/pub/release-106/fasta/sinocyclocheilus_rhinocerous/dna/Sinocyclocheilus_rhinocerous.SAMN03320098_v1.1.dna.toplevel.fa.gz,sinocyclocheilus_rhinocerous_core_106_11/,10085.619498943188,5035720.0,945738.0,0.0
sorex_araneus/,https://ftp.ensembl.org/pub/release-106/fasta/sorex_araneus/dna/Sorex_araneus.COMMON_SHREW1.dna.toplevel.fa.gz,sorex_araneus_core_106_1/,2751.2433219761756,194172.0,3174.0,422817.0
sparus_aurata/,https://ftp.ensembl.org/pub/release-106/fasta/sparus_aurata/dna/Sparus_aurata.fSpaAur1.1.dna.primary_assembly.1.fa.gz,sparus_aurata_core_106_11/,41035582.0,41035582.0,41035582.0,0.0
spermophilus_dauricus/,https://ftp.ensembl.org/pub/release-106/fasta/spermophilus_dauricus/dna/Spermophilus_dauricus.ASM240643v1.dna.toplevel.fa.gz,spermophilus_dauricus_core_106_1/,8609.305174000288,10899487.0,1761345.0,0.0
sphaeramia_orbicularis/,https://ftp.ensembl.org/pub/release-106/fasta/sphaeramia_orbicularis/dna/Sphaeramia_orbicularis.fSphaOr1.1.dna.primary_assembly.1.fa.gz,sphaeramia_orbicularis_core_106_11/,59520452.0,59520452.0,59520452.0,0.0
sphenodon_punctatus/,https://ftp.ensembl.org/pub/release-106/fasta/sphenodon_punctatus/dna/Sphenodon_punctatus.ASM311381v1.dna.toplevel.fa.gz,sphenodon_punctatus_core_106_1/,258358.4291848089,29987930.0,3052611.0,0.0
stachyris_ruficeps/,https://ftp.ensembl.org/pub/release-106/fasta/stachyris_ruficeps/dna/Stachyris_ruficeps.ASM869450v1.dna.toplevel.fa.gz,stachyris_ruficeps_core_106_1/,134276.29370809696,64119864.0,15643638.0,0.0
stegastes_partitus/,https://ftp.ensembl.org/pub/release-106/fasta/stegastes_partitus/dna/Stegastes_partitus.Stegastes_partitus-1.0.2.dna.toplevel.fa.gz,stegastes_partitus_core_106_1/,137588.83361980063,3345205.0,411659.0,0.0
strigops_habroptila/,https://ftp.ensembl.org/pub/release-106/fasta/strigops_habroptila/dna/Strigops_habroptila.bStrHab1_v1.p.dna.primary_assembly.1.fa.gz,strigops_habroptila_core_106_11/,172115758.0,172115758.0,172115758.0,0.0
strix_occidentalis_caurina/,https://ftp.ensembl.org/pub/release-106/fasta/strix_occidentalis_caurina/dna/Strix_occidentalis_caurina.Soccid_v01.dna.toplevel.fa.gz,strix_occidentalis_caurina_core_106_1/,154852.13764183523,15750186.0,3983020.0,0.0
struthio_camelus_australis/,https://ftp.ensembl.org/pub/release-106/fasta/struthio_camelus_australis/dna/Struthio_camelus_australis.ASM69896v1.dna.toplevel.fa.gz,struthio_camelus_australis_core_106_1/,177157.1794649313,19375980.0,3593425.0,0.0
suricata_suricatta/,https://ftp.ensembl.org/pub/release-106/fasta/suricata_suricatta/dna/Suricata_suricatta.meerkat_22Aug2017_6uvM2_HiC.dna.primary_assembly.1.fa.gz,suricata_suricatta_core_106_1/,194221078.0,194221078.0,194221078.0,0.0
sus_scrofa/,https://ftp.ensembl.org/pub/release-106/fasta/sus_scrofa/dna/Sus_scrofa.Sscrofa11.1.dna.toplevel.fa.gz,sus_scrofa_core_106_111/,2627069.174282678,133627599.0,48231276.0,328.0
sus_scrofa_bamei/,https://ftp.ensembl.org/pub/release-106/fasta/sus_scrofa_bamei/dna/Sus_scrofa_bamei.Bamei_pig_v1.dna.toplevel.fa.gz,sus_scrofa_bamei_core_106_1/,19026.21673174315,13407224.0,1529027.0,0.0
sus_scrofa_berkshire/,https://ftp.ensembl.org/pub/release-106/fasta/sus_scrofa_berkshire/dna/Sus_scrofa_berkshire.Berkshire_pig_v1.dna.toplevel.fa.gz,sus_scrofa_berkshire_core_106_1/,25772.82014015328,8406765.0,1655397.0,0.0
sus_scrofa_hampshire/,https://ftp.ensembl.org/pub/release-106/fasta/sus_scrofa_hampshire/dna/Sus_scrofa_hampshire.Hampshire_pig_v1.dna.toplevel.fa.gz,sus_scrofa_hampshire_core_106_1/,29646.37145707126,9165455.0,1550023.0,0.0
sus_scrofa_jinhua/,https://ftp.ensembl.org/pub/release-106/fasta/sus_scrofa_jinhua/dna/Sus_scrofa_jinhua.Jinhua_pig_v1.dna.toplevel.fa.gz,sus_scrofa_jinhua_core_106_1/,21234.251847621024,10060138.0,1478908.0,0.0
sus_scrofa_landrace/,https://ftp.ensembl.org/pub/release-106/fasta/sus_scrofa_landrace/dna/Sus_scrofa_landrace.Landrace_pig_v1.dna.toplevel.fa.gz,sus_scrofa_landrace_core_106_1/,25787.108315110025,13569045.0,1407841.0,0.0
sus_scrofa_largewhite/,https://ftp.ensembl.org/pub/release-106/fasta/sus_scrofa_largewhite/dna/Sus_scrofa_largewhite.Large_White_v1.dna.toplevel.fa.gz,sus_scrofa_largewhite_core_106_1/,24016.602206327803,11394010.0,2441555.0,0.0
sus_scrofa_meishan/,https://ftp.ensembl.org/pub/release-106/fasta/sus_scrofa_meishan/dna/Sus_scrofa_meishan.Meishan_pig_v1.dna.toplevel.fa.gz,sus_scrofa_meishan_core_106_1/,18437.125155977974,8219058.0,1248180.0,0.0
sus_scrofa_pietrain/,https://ftp.ensembl.org/pub/release-106/fasta/sus_scrofa_pietrain/dna/Sus_scrofa_pietrain.Pietrain_pig_v1.dna.toplevel.fa.gz,sus_scrofa_pietrain_core_106_1/,27571.53533628839,9963048.0,1663542.0,0.0
sus_scrofa_rongchang/,https://ftp.ensembl.org/pub/release-106/fasta/sus_scrofa_rongchang/dna/Sus_scrofa_rongchang.Rongchang_pig_v1.dna.toplevel.fa.gz,sus_scrofa_rongchang_core_106_1/,20449.97528400113,15393348.0,2325000.0,0.0
sus_scrofa_tibetan/,https://ftp.ensembl.org/pub/release-106/fasta/sus_scrofa_tibetan/dna/Sus_scrofa_tibetan.Tibetan_Pig_v2.dna.toplevel.fa.gz,sus_scrofa_tibetan_core_106_2/,33825.588666259646,5457815.0,861885.0,0.0
sus_scrofa_usmarc/,https://ftp.ensembl.org/pub/release-106/fasta/sus_scrofa_usmarc/dna/Sus_scrofa_usmarc.USMARCv1.0.dna.primary_assembly.1.fa.gz,sus_scrofa_usmarc_core_106_1/,281083304.0,281083304.0,281083304.0,0.0
sus_scrofa_wuzhishan/,https://ftp.ensembl.org/pub/release-106/fasta/sus_scrofa_wuzhishan/dna/Sus_scrofa_wuzhishan.minipig_v1.0.dna.toplevel.fa.gz,sus_scrofa_wuzhishan_core_106_10/,18236.423653663038,21408224.0,5853977.0,0.0
taeniopygia_guttata/,https://ftp.ensembl.org/pub/release-106/fasta/taeniopygia_guttata/dna/Taeniopygia_guttata.bTaeGut1_v1.p.dna.primary_assembly.1.fa.gz,taeniopygia_guttata_core_106_12/,114557415.0,114557415.0,114557415.0,0.0
takifugu_rubripes/,https://ftp.ensembl.org/pub/release-106/fasta/takifugu_rubripes/dna/Takifugu_rubripes.fTakRub1.2.dna.primary_assembly.1.fa.gz,takifugu_rubripes_core_106_12/,29232231.0,29232231.0,29232231.0,0.0
terrapene_carolina_triunguis/,https://ftp.ensembl.org/pub/release-106/fasta/terrapene_carolina_triunguis/dna/Terrapene_carolina_triunguis.T_m_triunguis-2.0.dna.toplevel.fa.gz,terrapene_carolina_triunguis_core_106_2/,49201.43989667049,113249593.0,24249581.0,0.0
tetraodon_nigroviridis/,https://ftp.ensembl.org/pub/release-106/fasta/tetraodon_nigroviridis/dna/Tetraodon_nigroviridis.TETRAODON8.dna.toplevel.fa.gz,tetraodon_nigroviridis_core_106_8/,19380.29861192115,7611839.0,814899.0,17119.0
theropithecus_gelada/,https://ftp.ensembl.org/pub/release-106/fasta/theropithecus_gelada/dna/Theropithecus_gelada.Tgel_1.0.dna.primary_assembly.1.fa.gz,theropithecus_gelada_core_106_1/,222973213.0,222973213.0,222973213.0,0.0
tupaia_belangeri/,https://ftp.ensembl.org/pub/release-106/fasta/tupaia_belangeri/dna/Tupaia_belangeri.TREESHREW.dna.toplevel.fa.gz,tupaia_belangeri_core_106_1/,2540.2864443620037,184278.0,2973.0,703254.0
tursiops_truncatus/,https://ftp.ensembl.org/pub/release-106/fasta/tursiops_truncatus/dna/Tursiops_truncatus.turTru1.dna.toplevel.fa.gz,tursiops_truncatus_core_106_1/,5085.631297539298,396276.0,9720.0,340650.0
urocitellus_parryii/,https://ftp.ensembl.org/pub/release-106/fasta/urocitellus_parryii/dna/Urocitellus_parryii.ASM342692v1.dna.toplevel.fa.gz,urocitellus_parryii_core_106_1/,158682.02480483506,24880809.0,3964291.0,0.0
ursus_americanus/,https://ftp.ensembl.org/pub/release-106/fasta/ursus_americanus/dna/Ursus_americanus.ASM334442v1.dna.toplevel.fa.gz,ursus_americanus_core_106_1/,23215.336257231265,2352914.0,189900.0,0.0
ursus_maritimus/,https://ftp.ensembl.org/pub/release-106/fasta/ursus_maritimus/dna/Ursus_maritimus.UrsMar_1.0.dna.toplevel.fa.gz,ursus_maritimus_core_106_1/,96619.47789579748,67462175.0,15940661.0,0.0
ursus_thibetanus_thibetanus/,https://ftp.ensembl.org/pub/release-106/fasta/ursus_thibetanus_thibetanus/dna/Ursus_thibetanus_thibetanus.ASM966005v1.dna.toplevel.fa.gz,ursus_thibetanus_thibetanus_core_106_1/,95069.28858092682,78658804.0,26803000.0,0.0
varanus_komodoensis/,https://ftp.ensembl.org/pub/release-106/fasta/varanus_komodoensis/dna/Varanus_komodoensis.ASM479886v1.dna.toplevel.fa.gz,varanus_komodoensis_core_106_1/,1068707.1856839121,138280312.0,23831982.0,0.0
vicugna_pacos/,https://ftp.ensembl.org/pub/release-106/fasta/vicugna_pacos/dna/Vicugna_pacos.vicPac1.dna.toplevel.fa.gz,vicugna_pacos_core_106_1/,2664.94447332776,196831.0,3907.0,430366.0
vombatus_ursinus/,https://ftp.ensembl.org/pub/release-106/fasta/vombatus_ursinus/dna/Vombatus_ursinus.bare-nosed_wombat_genome_assembly.dna.toplevel.fa.gz,vombatus_ursinus_core_106_1/,226167.4375973015,107888613.0,28503419.0,0.0
vulpes_vulpes/,https://ftp.ensembl.org/pub/release-106/fasta/vulpes_vulpes/dna/Vulpes_vulpes.VulVul2.2.dna.toplevel.fa.gz,vulpes_vulpes_core_106_22/,29379.5573929607,55683013.0,12472085.0,0.0
xenopus_tropicalis/,https://ftp.ensembl.org/pub/release-106/fasta/xenopus_tropicalis/dna/Xenopus_tropicalis.Xenopus_tropicalis_v9.1.dna.primary_assembly.1.fa.gz,xenopus_tropicalis_core_106_91/,194866763.0,194866763.0,194866763.0,0.0
xiphophorus_couchianus/,https://ftp.ensembl.org/pub/release-106/fasta/xiphophorus_couchianus/dna/Xiphophorus_couchianus.Xiphophorus_couchianus-4.0.1.dna.toplevel.fa.gz,xiphophorus_couchianus_core_106_401/,28335855.56,55650406.0,29398440.0,0.0
xiphophorus_maculatus/,https://ftp.ensembl.org/pub/release-106/fasta/xiphophorus_maculatus/dna/Xiphophorus_maculatus.X_maculatus-5.0-male.dna.primary_assembly.1.fa.gz,xiphophorus_maculatus_core_106_5/,32265191.0,32265191.0,32265191.0,0.0
zalophus_californianus/,https://ftp.ensembl.org/pub/release-106/fasta/zalophus_californianus/dna/Zalophus_californianus.mZalCal1.pri.dna.primary_assembly.1.fa.gz,zalophus_californianus_core_106_1/,216115662.0,216115662.0,216115662.0,0.0
zonotrichia_albicollis/,https://ftp.ensembl.org/pub/release-106/fasta/zonotrichia_albicollis/dna/Zonotrichia_albicollis.Zonotrichia_albicollis-1.0.1.dna.toplevel.fa.gz,zonotrichia_albicollis_core_106_101/,174908.70073113992,45240865.0,4866725.0,0.0
zosterops_lateralis_melanops/,https://ftp.ensembl.org/pub/release-106/fasta/zosterops_lateralis_melanops/dna/Zosterops_lateralis_melanops.ASM128173v1.dna.toplevel.fa.gz,zosterops_lateralis_melanops_core_106_1/,353223.11148994206,15146312.0,3581248.0,0.0
